,name,type,formed,Search Location,stage,company,acquired,Searchfund Index,searchWebsite,companyWebsite,industry,Acquistion Location,searchers,investors,associates,Search Length,search long,search lat,acquisition lat,acquisition long,Miles Between Search and Acquisiton
1679,SOUTHERN CAP PARTNERS  ,Traditional,2020-09-01,"Atlanta, Georgia, United States",Search,,,1997,https://www.southerncappartners.com/,,,,'Joel Potts',"'Mark Carroll ', 'Casey Potts '",,,-84.3902644,33.7489924,NaN,NaN,NaN
1680,Tsetserra Growth Partners  ,Self Funded,2019-06-02,"Austin, TX, USA",Search,,,974,www.tsetserra.com,,,,'Malcolm Peace',,,,-97.7436995,30.2711286,NaN,NaN,NaN
1681,Spur Acquisitions  ,Single Sponsor,2019-05-01,"Denver, CO, USA",Search,,,1230,spuracquisitions.com,,,,'John Sheffield',,,,-104.9848623,39.7392364,NaN,NaN,NaN
1682,MERIDIAN GROWTH PARTNERS  ,Self Funded,,"9200 E. Mineral Ave. Centennial, CO 80112",Explore,,,1486,https://www.wearemgpartners.com/,,,,'alvin.mcborrough@wearemgpartners.com ',,,,-104.884747,39.574779,NaN,NaN,NaN
1683,,Traditional,,France,Explore,,,1742,,,,,'Alan Greco',,,,1.8883335,46.603354,NaN,NaN,NaN
1684,Abundant Culture Fund ,Self Funded,,"Chicago, IL, USA",Raise,,,1998,https://abundantculturefund.com/,,,,'Joseph Mims',,,,-87.6666557,41.9380405,NaN,NaN,NaN
1685,Smithgall Next Step  ,Self Funded,2018-09-04,"Atlanta, GA, USA",Search,,,975,www.smithgallnextstep.com,,,,'Chas Smithgall',,,,-84.3902644,33.7489924,NaN,NaN,NaN
1686,Continuum Equity Fund  ,Traditional,2019-07-10,"Jersey City, NJ, USA",Raise,,,1231,,,,,'Nana Somuah',,,,-74.047455,40.7215682,NaN,NaN,NaN
1687,Q-Bank Group  ,Traditional,,"Greenwich, CT, USA",Search,,,1487,https://qbankgroup.com,,,,"'Kevin Valentine', 'Dell Hines'",,,,-73.6284598,41.0264862,NaN,NaN,NaN
1688,Gold Hill Equity Partners  ,Self Funded,,"Los Angeles, CA, USA",Search,,,1743,goldhillequity.com,,,,'Yoon Baek',,,,-118.242766,34.0536909,NaN,NaN,NaN
1689,Flywheel effect  ,Traditional,2020-04-22,"Melbourne VIC, Australia",Explore,,,1999,,,,,'Ricky Lee',,,,144.9631608,-37.8142176,NaN,NaN,NaN
1690,Denizen Capital  Carnegie Mellon University - Tepper School of Business,Traditional,2013-06-06,"Pittsburgh, PA, United States",Inactive,,,208,,,,,'Aditya Dhere',,,,-79.9900861,40.4416941,NaN,NaN,NaN
1691,Orchardview LLC  ,Self Funded,2020-01-01,"Philadelphia, PA, USA",Search,,,1488,www.orchardviewllc.com,,,,'Anthony Bucci','Steve Ressler',,,-75.1635262,39.9527237,NaN,NaN,NaN
1692,Tolman Consulting  ,Self Funded,,Chicago,Search,,,1744,,,,,'Brett Tolman',,,,-87.6244212,41.8755616,NaN,NaN,NaN
1693,Delta Trail Capital LLC  ,Self Funded,2021-03-01,"Pittsburgh, Pennsylvania, United States",Search,,,2000,https://deltatrailcapital.com/,,,,'Austen Sybert',,,,-79.9900861,40.4416941,NaN,NaN,NaN
1694,Eagle Capital Growth Partners  The University of Chicago - Booth School of Business,Self Funded,2015-04-04,"Cincinnati, OH, United States",Search,,,209,http://www.eaglecapitalgrowthpartners.com/,,,,'Stanley Wells',,,,-84.5124602,39.1014537,NaN,NaN,NaN
1695,Stone Spire Capital  ,Self Funded,2017-09-01,"Kansas City, MO, United States",Search,,,721,http://www.stonespirecapital.com,,,,'David Buckley',,,,-94.5781416,39.100105,NaN,NaN,NaN
1696,Steel Tree Capital,Self Funded,2018-10-01,"St. Louis, MO, USA",Search,,,977,www.steeltreecap.com,,,,,,,,-90.24111656024635,38.6529545,NaN,NaN,NaN
1697,Flagstone Heritage  ,Single Sponsor,2019-09-09,"Raleigh, NC, USA",Search,,,1233,https://www.flagstoneheritage.com,,,,"'Shannon Jones', 'Robbie Sutkay'",'Matt Littell ',,,-78.6390989,35.7803977,NaN,NaN,NaN
1698,Zen Capital Partners  ,Traditional,2020-07-15,"Toronto, ON, Canada",Search,,,1489,www.zencapitalpartners.com,,,,'Sid Singh',"'Glen Silvestri', 'Mario Nigro', 'Jon Piurko', 'Priya Solanki ', 'Sudeep Das', 'Carlos Saez', 'Trevor Lwin ', 'Bruce Moszcelt ', 'Jim Edmunds', 'Todd Tracey', 'Mark Sinatra', 'Matt Zucker', 'Rich Kelley', 'David Carver', 'Mark Egan ', 'Duane Phillips ', 'Liroy Haddad ', 'Dan Chetrit', 'Amit Katarya', 'Kenneth Krajewski', 'Joe Niehaus', 'Herbert Doleisch', 'Alon Amar', 'Jos Moreno', 'Anthony Walker', 'Peter Schober'",,,-79.3839347,43.6534817,NaN,NaN,NaN
1699,1620 Adventurers  ,Traditional,2020-12-08,"Park City, UT, USA",Explore,,,1745,www.1620adventurers.com,,,,'James Agnew',,,,-111.4979741,40.6460635,NaN,NaN,NaN
1700,The Legacy Group  ,Traditional,2020-07-01,"Fort Worth, TX, USA",Search,,,2001,https://www.legacygroup.capital/,,,,'Scott Roudebush',,,,-97.3327459,32.753177,NaN,NaN,NaN
1701,Innovature Capital  Liberty UniversityTonya Lee,Single Sponsor,2014-11-11,"Atlanta, GA, United States",Search,,,210,http://innovaturecapital.com/,,,,'Tonya Lee',"'David Panton ', 'Marc Panton '",,,-84.3902644,33.7489924,NaN,NaN,NaN
1702,"Tiber Equity Partners, LLC  ",Traditional,2018-01-01,"Atlanta, GA, United States",Inactive,,,722,www.tierequity.com,,,,'Francesco Zimbardi','John Keith Tate ',,,-84.3902644,33.7489924,NaN,NaN,NaN
1703,Baldwin Capital Partners  ,Traditional,2018-08-01,"Zionsville, IN, USA",Search,,,978,https://www.baldwincapitalpartners.com/,,,,"'Andrew Morrison', 'Elliot Smith '",,,,-86.2616968,39.950724,NaN,NaN,NaN
1704,Legat Capital  ,Traditional,2019-07-29,"Mexico City, CDMX, Mexico",Raise,,,1234,,,,,'Jonathan Levinstein',,,,-99.1269583,19.2667215,NaN,NaN,NaN
1705,Greencove Capital Partners  ,Traditional,2020-04-20,"Golden, CO, USA",Search,,,1490,www.greencovecapitalpartners.com,,,,'Jeremy Faulk',"'Andy Love', 'Brad Buser', 'B.A. Cullum', 'David Dodson', 'Susan Pohlmeyer', 'Sandro Mina', 'Felipe Corcuera', 'Warren Chan', 'Clement Lucas', 'Cecilia Lulli', 'Dave Carver ', 'Rich Kelley', 'Jim Edmunds', 'Todd Tracey', 'Scott Alderman', 'Cregg Baumbaugh', 'Mitch Cohen', 'Aaron Perrine', 'Saumil Jariwala', 'Ed Weisiger ', 'Badge Stone', 'Macon Carroll', 'Walker Hobson', 'Ted Baxa', 'Mark Anderegg', 'Dave Lazier ', 'Jamie Turner ', 'Alex Gelman', 'Matt Estep', 'Eric Giesecke', 'Chris Lueck', 'Ned Tomasevic', 'Kent Weaver', 'Trevor Forbes', 'Troy Porras', 'Tom Cassutt'",,,-105.221099,39.755543,NaN,NaN,NaN
1706,Italian Search Fund Srl  ,Traditional,2020-09-09,"Milan, Lombardy, Italy",Explore,,,1746,https://www.italiansearchfund.com/,,,,'Maikol Borsetti',"'Fabio Sattin ', 'Giovanni Campolo '",,,9.1905,45.4668,NaN,NaN,NaN
1707,Rose Hill  ,Traditional,2020-01-01,"Salt Lake City, UT, USA",Search,,,2002,https://www.rosehill-llc.com/,,,,'David Lee',"'Jim Mattis ', 'Joel Peterson', 'Jeff Chambers ', 'Les Denend ', 'Charles OReilly '",,,-111.8867975,40.7596198,NaN,NaN,NaN
1708,"Jasper Browne, LLC  ",Traditional,2018-06-06,"Cincinnati, OH, USA",Raise,,,979,,,,,"'Micah Dickson', 'RoShawn Winburn ', 'Donerik Black '",,,,-84.5124602,39.1014537,NaN,NaN,NaN
1709,Tara Capital  ,Traditional,2020-07-01,"Mexico City, CDMX, México",Search,,,1491,www.taracapital.com.mx,,,,"'Felipe Villaneda', 'Pierre Lambert'",,,,-99.1269583,19.2667215,NaN,NaN,NaN
1710,Remolle Consulting  ,Traditional,,"New York, NY, EUA",Explore,,,1747,,,,,'Lucas Cavaglieri',,,,NaN,NaN,NaN,NaN,NaN
1711,"Causeway Succession, LLC  ",Self Funded,,"Houston, TX, USA",Search,,,2003,https://www.causewaysuccession.com/,,,,'Daniel Reimer Jr',,,,-95.3676974,29.7589382,NaN,NaN,NaN
1712,Ibero Capital  ,Traditional,2018-02-23,"Madrid, Spain",Search,,,724,https://www.iberocapital.com/,,,,'Antonio Ribelles',"'Fernando Herrero ', 'Luis Camilleri ', 'Jos Vila ', 'Len Bartolom ', 'Simon Bores ', 'Alfonso Barandiarn ', 'Jrgen Rilling ', 'Macon Carroll', 'Jose M Cabiedes ', 'Luis Cabiedes', 'Kirk Riedinger', 'Will Thorndike', 'Gerard Garca-Gassull ', 'Niko Hrdy ', 'Daniel Palacios', 'Carmelo Sanz de Barros ', 'Kent Weaver'",,,-3.7035825,40.4167047,NaN,NaN,NaN
1713,Albatross Equity  ,Traditional,2018-09-23,"Madrid, España",Search,,,980,,,,,'Manuel Bethencourt',"'Jos Moreno', 'Sandro Mina', 'Martin Steber', 'Miguel Angel Cestero de Francisco ', 'Jorge Maortua ', 'Miguel  Albero ', 'Marcelo Castro Zappa'",,,-3.7035825,40.4167047,NaN,NaN,NaN
1714,Emptio Capital  ,Traditional,2020-07-21,"Madrid, Spain",Search,,,1236,https://emptiocapital.es/,,,,'Manuel Pintado Losa',"'Jose M Cabiedes ', 'Marc Botet', 'Jos Barreiro ', 'Juan Luis Manaute', 'Jos Moreno', 'Alejandro Moya Najera', 'Franc Gmez-Landero'",,,-3.7035825,40.4167047,NaN,NaN,NaN
1715,Black Hat Capital  ,Self Funded,2020-08-03,"Glasgow, UK",Search,,,1492,www.blackhatcapital.co,,,,"'Ased Iqbal', 'Luis Guarin'",'Qasim Younis',,,-4.2488787,55.8609825,NaN,NaN,NaN
1716,Purple Thistle Group ,Traditional,2020-04-07,"Glasgow, UK",Raise,,,1748,www.purplethistlegroup.com,,,,'Mark Goodwin',,,,-4.2488787,55.8609825,NaN,NaN,NaN
1717,Alta Lake Equity Partners  ,Traditional,2020-08-01,"New York, NY, USA",Search,,,2004,https://www.altalakepartners.com/,,,,'Ryan Galea',"'Coley Andrews', 'Jim Southern', 'Kevin Oxendine', 'Scott Alderman', 'Cregg Baumbaugh', 'Mitch Cohen', 'Aaron Perrine', 'Saumil Jariwala', 'Neal Jacobs', 'Graham Weaver', 'Andy Love', 'Brad Buser', 'B.A. Cullum'",,,-74.0060152,40.7127281,NaN,NaN,NaN
1718,Desert Springs Capital  ,Traditional,2006-06-01,"San Francisco, CA, United States",Inactive,,,469,http://www.desertspringscap.com/,,,,'LaShawn James ',,,,-122.419906,37.7790262,NaN,NaN,NaN
1719,Kitty Hawk Partners,Traditional,2009-06-01,"Delaware, United States",Inactive,,,725,http://kittyhawkpartners.com/,,,,,,,,-75.4013315,38.6920451,NaN,NaN,NaN
1720,Global AI Internet Freedom Fund LP  ,Traditional,2019-08-28,"Virginia, USA",Raise,,,1237,www.gaiiff.com,,,,'Simon Gillett',,,,-78.4927721,37.1232245,NaN,NaN,NaN
1721,Rubikon Cap  ,Traditional,2020-07-06,"Zürich, Switzerland",Explore,,,1493,,,,,'Gianmarco L. Paddeu',,,,8.5410422,47.3744489,NaN,NaN,NaN
1722,Bopp und Hahn Mittelstandspartner  ,Traditional,2021-07-01,"Munich, Germany",Search,,,1749,www.boppundhahn.de,,,,"'Christian Bopp', 'Benny Hahn'","'Tobias Raeber ', 'Jrgen Rilling ', 'Alexander Kirn', 'Herbert Doleisch', 'Carsten Schemmel', 'Dr. Thomas Bhler', 'Jos Moreno', 'Till Bossert ', 'Jurgen von Wendorff ', 'Lukas Matzinger', 'Marc Bartomeus', 'Simon Webster', 'Jan Simon', 'Sara Rosenthal', 'Blake Winchell ', 'Tushar Shah'",,,11.5753822,48.1371079,NaN,NaN,NaN
1723,Seven Pine Capital  ,Traditional,2020-06-01,"Dallas, Texas, United States",Search,,,2005,https://www.sevenpinecapital.com/,,,,'John Coffman',,,,-96.7968559,32.7762719,NaN,NaN,NaN
1724,B&W Mittelstand  ,Self Funded,2019-01-01,"Berlin, Deutschland",Search,,,982,in development,,,,"'Benedict Wollschlaeger', 'Leonard Benning '",,,,13.3888599,52.5170365,NaN,NaN,NaN
1725,Construction Services Buy & Build  ,Traditional,2019-11-01,"Manchester, UK",Explore,,,1238,,,,,'Stuart Barlow',,,,-2.2451148,53.4794892,NaN,NaN,NaN
1726,Unicode Capital  ,Self Funded,2020-07-06,"San Diego, CA, USA",Search,,,1494,www.unicodecapital.com,,,,'Grant Ognibene',,,,-117.1627728,32.7174202,NaN,NaN,NaN
1727,Sotavento Capital  ,Traditional,2019-02-01,"Barcelona, Spain",Search,,,1750,https://sotaventocap.com/,,,,'Jorge Rivero Granero ',,,,2.1774322,41.3828939,NaN,NaN,NaN
1728,Smokestack  ,Traditional,2021-06-07,"Prague, Czechia",Search,,,2006,www.smokestack.cz,,,,'Martin Komnek',"'Claus von Loeper ', 'Herbert Doleisch', 'Jos Moreno', 'Alejandro Moya Najera', 'Jordy Staelen', 'Kristof Matyasfalvi', 'Taylor Connaughton', 'Joo Teixeira', 'Benot DAVID', 'Sofyane Thabet', 'Guido Verswijvel', 'Steve Ressler', 'Alexander Mears', 'Ola Lawal', 'Bruno LEA', 'Franc Gmez-Landero', 'Rajiv Bhala', 'Helena Diviov', 'Lukas Matzinger', 'Ryan Berryman'",,,14.446459273258007,50.0596288,NaN,NaN,NaN
1729,Levion Partners  ,Traditional,2019-09-03,"Toronto, ON, Canada",Raise,,,1239,https://www.levionpartners.com,,,,"'Elvin Kim', 'Simon Lightstone'",,,,-79.3839347,43.6534817,NaN,NaN,NaN
1730,Pontem Capital  ,Traditional,2020-12-01,"Madrid, España",Raise,,,1751,,,,,'David Malo Cid',,,,-3.7035825,40.4167047,NaN,NaN,NaN
1731,Rue Racine Capital Partners,Self Funded,2021-05-01,"San Francisco, CA, USA",Raise,,,2007,,,,,,,,,-122.419906,37.7790262,NaN,NaN,NaN
1732,Full Sail Capital  ,Self Funded,2013-01-01,"Atlanta, GA, United States",Search,,,472,http://www.fullsailcap.com/,,,,'Kevin Kennedy ',,,,-84.3902644,33.7489924,NaN,NaN,NaN
1733,"Brush Creek Capital, LLC  ",Self Funded,2017-02-01,"Baltimore, Maryland, United States",Search,,,728,http://www.brushcreekcapital.com,,,,'Adam Michel',,,,-76.610759,39.2908816,NaN,NaN,NaN
1734,Monotis Capital i,Traditional,2020-05-04,"Victoria, Australia",Explore,,,1496,https://www.monotis.com.au/,,,,,,,,144.6780052,-36.5986096,NaN,NaN,NaN
1735,Succession Coast Capital,Self Funded,2020-12-14,"Emerald Isle, NC, USA",Explore,,,1752,www.successioncoastcapital.com,,,,,,,,-77.0382549,34.665333,NaN,NaN,NaN
1736,Bellwether Capital Partners  ,Traditional,2021-01-01,"Philadelphia, Pennsylvania, United States",Search,,,2008,https://www.bellwethercp.com/,,,,"'Pat Heath', 'Alex Sturges'","'Guillermo Zambrano', 'Angel Alvarez Cadavieco', 'Javier Paez'",,,-75.1635262,39.9527237,NaN,NaN,NaN
1737,Somontano Capital  ,Traditional,2018-09-01,"Barcelona, España",Search,,,985,"www.somontanocapital,com",,,,'Marc Lascorz',"'Jos Moreno', 'Jose M Cabiedes ', 'Mark Egan ', 'Alon Amar', 'Juan Luis Manaute', 'Marc Botet', 'Bill Egan ', 'manuel pardo'",,,2.1774322,41.3828939,NaN,NaN,NaN
1738,Besteagle Capital  ,Traditional,2019-09-08,"Madrid, Spagna",Explore,,,1241,,,,,'Massimo Benincampi',,,,-3.7035825,40.4167047,NaN,NaN,NaN
1739,Self Funded  ,Self Funded,,"Austin, TX, USA",Explore,,,1497,,,,,'Adam Gengler',,,,-97.7436995,30.2711286,NaN,NaN,NaN
1740,Succession Coast Capital  ,Self Funded,2020-12-14,"Emerald Isle, NC, USA",Search,,,1753,www.successioncoastcapital.com,,,,'Elisandro Patino',,,,-77.0382549,34.665333,NaN,NaN,NaN
1741,"Argyll & Co, LLC  ",Traditional,2020-08-01,"New Orleans, LA, USA",Search,,,2009,https://www.argyllandco.com/,,,,'Thomas Campbell',"'Timothy Bovard', 'Jeremy Silverman', 'Chris Fuller', 'Jay Madsen '",,,NaN,NaN,NaN,NaN,NaN
1742,Eagle Claw Investments LLC  ,Self Funded,2017-05-05,"Pittsburgh, PA, United States",Inactive,,,730,http://www.eagleclawinv.com/,,,,'Richard Donahue',"'Matt Vaccariello', 'Kathleen Wallach ', 'Thomas Donahue '","'Roberto de la Garza', 'Pat Cendes ', 'David Mitchell '",,-79.9900861,40.4416941,NaN,NaN,NaN
1743,Bastion Capital  ,Self Funded,2017-08-01,"Atlanta, GA, USA",Search,,,986,www.bastioncap.com,,,,'Samuel Kim',,,,-84.3902644,33.7489924,NaN,NaN,NaN
1744,Sultana Capital  ,Traditional,2019-09-01,"Monterrey, Nuevo Leon, Mexico",Search,,,1242,https://www.sultanacap.com/,,,,'Apolinar Toba',"'Jamie Turner ', 'Will Thorndike', 'Mark Hilderbrand ', 'Kent Weaver', 'Sara Rosenthal', 'Badge Stone', 'Coley Andrews', 'Dan Braatz ', 'Francisco Islands ', 'Andrew Saltoun ', 'Stephen Clearman', 'Lucas Braun', 'Ryan Robinson ', 'Jason Pananos', 'Jay Davis', 'Norman Duffett', 'Bernardo Garza Quiroga', 'Jan Simon', 'Capital Increase '",,,-100.315258,25.6802019,NaN,NaN,NaN
1745,Forest Park Capital  ,Traditional,2020-07-14,"St. Louis, MO, USA",Search,,,1498,www.forestpark-capital.com,,,,'Betsy Brandt',"'Greg Geronemus', 'David Rosner ', 'Will Bressman', 'Tiffany Augustyn', 'Rick Taketa', 'Kent Weaver', 'Rich Kelley', 'Royce Yudkoff'",,,-90.24111656024635,38.6529545,NaN,NaN,NaN
1746,Fairway Transitions  ,Self Funded,,"San Francisco, CA, USA",Search,,,1754,www.fairwaytransitions.com,,,,'Chris Williams',,,,-122.419906,37.7790262,NaN,NaN,NaN
1747,Erdoni LLC  ,Traditional,2020-08-01,"Boston, Massachusetts, United States",Search,,,2010,https://www.erdoni-llc.com/,,,,'Chris Czarnowski',"'Timothy Bovard', 'Jeremy Silverman', 'Chris Fuller', 'Jay Madsen '",,,-71.0582912,42.3602534,NaN,NaN,NaN
1748,Ocean Trail Partners  ,Traditional,2016-12-01,"Boston, MA, United States",Search,,,731,https://www.oceantrailpartners.com/,,,,'Amory Thorndike',"'Will Thorndike', 'Jason Pananos', 'Jay Davis', ""John O'Connell"", 'Kent Weaver', 'Jamie Turner ', 'Kirk Riedinger', 'Matthew Burr', 'Bill Egan ', 'Mark Egan ', 'Coley Andrews', 'Jim Southern', 'Brad Brown', 'Lanny Thorndike ', 'Lanny Thorndike ', 'Joe Niehaus', 'Gerald Risk', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'David Dodson', 'Susan Pohlmeyer', 'Michael Miles', 'Carlos Saez', 'Ashford Equity Partners ', 'Todd Tracey'","'Michael Suglia', 'Justin Yannix'",,-71.0582912,42.3602534,NaN,NaN,NaN
1749,Coyam Group  ,Traditional,2018-10-22,"Santiago, Chile",Inactive,,,987,https://www.coyamgroup.com/,,,,"'Guillermo Hirmas', 'Pablo Velarde'",,,,-70.6504502,-33.4377756,NaN,NaN,NaN
1750,Sultana Capital  ,Traditional,2019-09-02,"San Pedro Garza García, Nuevo Leon, Mexico",Search,,,1243,www.sultanacap.com,,,,"'Apolinar Toba', 'Santiago Valdez'","'Javier Paez', 'Angel Alvarez Cadavieco', 'Guillermo Zambrano', 'J.T. Fitzgerald', 'Andrew Saltoun ', 'Jamie Turner ', 'Will Thorndike', 'Tushar Shah', 'Kent Weaver', 'Lucas Braun', 'Ryan Robinson ', 'Gerald Risk', 'Sara Rosenthal', 'Jason Pananos', 'Jay Davis', 'Badge Stone', 'Macon Carroll', 'Orca Capital ', 'Coley Andrews', 'Bernardo Garza Quiroga', 'Francisco Islas ', 'Dan Braatz ', 'Jan Simon', 'Kevin Oxendine', 'Mark Hilderbrand ', 'Norman Duffett', 'Sam Duprey ', 'Francisco Islands ', 'Stephen Clearman'",,,-100.4022714,25.6651051,NaN,NaN,NaN
1751,Platinum Lakes Capital  ,Self Funded,2020-07-13,"Chicago, IL, USA",Explore,,,1499,,,,,'Casey Cruzon',,,,-87.6666557,41.9380405,NaN,NaN,NaN
1752,Venice Hudson  ,Self Funded,2020-11-01,"New York, NY, USA",Search,,,1755,www.venicehduson.com,,,,'Aldo Merlo',,,,-74.0060152,40.7127281,NaN,NaN,NaN
1753,Roliston LLC  ,Traditional,2020-06-01,"Boston, Massachusetts, United States",Search,,,2011,https://www.roliston.com/,,,,'Lee Howell',"'Timothy Bovard', 'Jeremy Silverman', 'Chris Fuller', 'Jay Madsen '",,,-71.0582912,42.3602534,NaN,NaN,NaN
1754,Persevia  ,Traditional,,"Houston, TX, USA",Raise,,,988,www.persevia.com,,,,"'Samuel Garcia Cuellar', 'Alfonso Perez Davalos'",,,,-95.3676974,29.7589382,NaN,NaN,NaN
1755,Collingwood Capital  ,Self Funded,2020-07-06,"Calgary, AB, Canada",Explore,,,1500,https://www.collingwood-capital.com/,,,,'Shannon Chmelyk',,,,-114.065465,51.0460954,NaN,NaN,NaN
1756,Maple House Capital  ,Traditional,2021-02-05,"Horsham, UK",Raise,,,1756,maplehousecapital.com,,,,'Innocent Udia',,,,-0.3295028,51.0630273,NaN,NaN,NaN
1757,Casparis  ,Traditional,2020-08-01,"Boston, Massachusetts, United States",Search,,,2012,https://www.casparis-llc.com/,,,,'Refael Klein',"'Timothy Bovard', 'Jeremy Silverman', 'Chris Fuller', 'Jay Madsen '",,,-71.0582912,42.3602534,NaN,NaN,NaN
1758,Alhambra Growth Partners  ,Single Sponsor,2016-01-01,"Chicago, IL, United States",Search,,,221,http://alhambragrowthpartners.com/,,,,"'Reid Tileston', 'Trevor Tileston '",,,,-88.125016,42.371614,NaN,NaN,NaN
1759,Copper Orchid Capital  ,Traditional,2018-09-01,"Chicago, IL, USA",Search,,,989,https://copperorchidcapital.com/,,,,'Lauren Richardson',"'Walter Scott ', 'Jim Sharpe', 'Catherine Slater'",,,-87.6666557,41.9380405,NaN,NaN,NaN
1760,Drup Ventures  ,Traditional,2019-09-03,"Burleson, TX, USA",Raise,,,1245,https://drupsventures.com/,,,,"'Joseph Drups ', 'Keith Brown '",,,,-96.6353488,30.4764878,NaN,NaN,NaN
1761,Cox/Grimes  ,Self Funded,2020-04-01,"Raleigh, NC, USA",Search,,,1501,,,,,"'Austin Grimes', 'Matthew Cox'",,,,-78.6390989,35.7803977,NaN,NaN,NaN
1762,Octillion Capital Partners  ,Self Funded,2020-11-15,"London, UK",Search,,,1757,https://octillioncapitalpartners.com/index.html,,,,'Ayo Disu',,,,-0.1276474,51.5073219,NaN,NaN,NaN
1763,Penn Livingston & Co LLC  ,Traditional,2020-08-01,"New Orleans, Louisiana, United States",Search,,,2013,https://www.livingstonandco.com/,,,,'Stacey Krauss',"'Timothy Bovard', 'Jeremy Silverman', 'Chris Fuller', 'Jay Madsen '",,,-90.0701156,29.9499323,NaN,NaN,NaN
1764,Nemean Capital  ,Traditional,2018-01-02,"New York, NY, United States",Raise,,,734,https://www.nemeanpride.com/contact/,,,,'Nicco Leone',,,,-74.0060152,40.7127281,NaN,NaN,NaN
1765,Palmbrook Capital  ,Traditional,2019-02-01,"Durham, NC, USA",Search,,,990,www.pbrookcapital.com,,,,'CJ Casselli',"'Brent Burgess ', 'Thomas Cassutt '",,,-78.9018053,35.996653,NaN,NaN,NaN
1766,NZ Opportunity Partners  ,Self Funded,2017-10-27,"Auckland, New Zealand",Search,,,1246,,,,,'David Sweas ','Andrew Lu ',,,174.7631803,-36.852095,NaN,NaN,NaN
1767,"Iconic Financial Holdings, LLC  ",Traditional,2020-06-23,"Houston, TX, USA",Raise,,,1502,www.iconicfinancialholdings.com,,,,'Paul Stephens',,,,-95.3676974,29.7589382,NaN,NaN,NaN
1768,"Seph Acquisitions, LLC",Self Funded,2020-08-06,"Rhode Island, USA",Search,,,1758,sephacquisitions.com,,,,,,,,-71.5992372,41.7962409,NaN,NaN,NaN
1769,Tree Water Cap  ,Traditional,2020-08-18,"New York, NY, USA",Explore,,,2014,https://www.google.com/,,,,'Alex Wang',,,,-74.0060152,40.7127281,NaN,NaN,NaN
1770,Natural Bridge Capital  The University of North Carolina at Chapel Hill - Kenan-Flagler Business School,Self Funded,2015-06-06,"North Carolina, United States",Inactive,,,223,,,,,'Michael Davis',,,,-79.0392919,35.6729639,NaN,NaN,NaN
1771,Delphis Capital  Stanford University - Graduate School of Business,Traditional,2007-10-01,"San Jose, CA, United States",Inactive,,,479,,,,,'Patrick Arippol ',,,,-121.890583,37.3361905,NaN,NaN,NaN
1772,Atlantic Growth Partners  ,Traditional,2014-01-01,"New York, NY, United States",Inactive,,,735,,,,,'Allie Ahalya Nava',"'Richard Augustyn', 'Larry Dunn'",,,-74.0060152,40.7127281,NaN,NaN,NaN
1773,NoNameYet  ,Traditional,,Germany,Raise,,,991,,,,,'Hannes Schill',,,,10.4234469,51.0834196,NaN,NaN,NaN
1774,Mitchell Street Capital  ,Self Funded,2019-08-25,"San Jose, CA, USA",Search,,,1247,https://www.mitchellstreetcapital.com,,,,'Daniel Scott',,,,-121.890583,37.3361905,NaN,NaN,NaN
1775,Consultant at McKinsey & Company  ,Self Funded,,"Atlanta, GA, USA",Explore,,,1759,,,,,'Justin Collins',,,,-84.3902644,33.7489924,NaN,NaN,NaN
1776,Oasis Capital Israel  ,Traditional,2021-04-28,"Tel Aviv-Yafo, Israel",Search,,,2015,,,,,'Lior Zichron',"'Sandro Mina', 'Felipe Corcuera', 'Warren Chan', 'Clement Lucas', 'Cecilia Lulli', 'Stephanie Warner ', 'Jeff Stevens', 'Ashley Giesler', 'Vince Vo ', 'Greg Matthews', 'Mike Mahre ', 'Bret Comolli', 'Jim Ellis', 'Gerald Risk', 'Kevin Taweel', 'Moudi (Mordechai) Ben Shach ', 'Jan Simon', 'Kristoff Puelinckx', 'Omer Ben Shach'",,,34.7818064,32.0852997,NaN,NaN,NaN
1777,J Capital Partners  ,Self Funded,2016-01-01,"Madrid, Spain",Search,,,224,http://jcapitalpartners.es/,,,,'Javier Fernandez',"'Carlos Gila', 'Jorge Montes '",,,-3.7035825,40.4167047,NaN,NaN,NaN
1778,"Denver Growth Partners, LLC  Harvard University - Harvard Business School",Traditional,2005-04-01,"Denver, CO, United States",Inactive,,,480,,,,,"'Robb Caseria ', 'Ethan Martin '",,,,-104.9848623,39.7392364,NaN,NaN,NaN
1779,COI Holdings  ,Traditional,2017-07-01,"Los Angeles, CA, USA",Search,,,1248,https://coiholdings.org,,,,'Dustin Carreon',,,,-118.242766,34.0536909,NaN,NaN,NaN
1780,Single Anchor Capital  ,Self Funded,2020-03-18,"Washington, USA",Search,,,1504,www.singleanchorcapital.com,,,,'Will Favia',,,,-77.0365581,38.8949924,NaN,NaN,NaN
1781,AEOLA Health Solutions  ,Traditional,2020-06-01,"Miramar, FL, USA",Search,,,1760,Aeolahealthsolutions.com,,,,'Michael Ezem',,,,-80.2322706,25.9873137,NaN,NaN,NaN
1782,Bold Bridge Capital  ,Self Funded,2021-05-01,"Austin, TX, USA",Search,,,2016,,,,,'Jeff Dyck',,,,-97.7436995,30.2711286,NaN,NaN,NaN
