,name,type,formed,Search Location,stage,company,acquired,Searchfund Index,searchWebsite,companyWebsite,industry,Acquistion Location,searchers,investors,associates,Search Length,search long,search lat,acquisition lat,acquisition long,Miles Between Search and Acquisiton
216,Davis Square Group  Indiana University at Bloomington,Self Funded,2013-01-20,"Boston, MA, United States",Acquired,Adtech Systems,2015-03-15,19,http://www.davissquaregroup.com/,http://www.adtechsystems.com/,,"Sudbury, MA, United States","'Dustin Campbell', 'Philip Muscatello ', 'Erik Waters '",,,784,-71.0582912,42.3602534,42.3834278,-71.4161725,18.338181129483612
217,"Alaska Search Partners, LLC  ",Traditional,2012-01-01,"Alaska, United States",Acquired,"Alaska Sleep Clinic, Inc",2015-04-01,338,,http://www.alaskasleep.com/,,"Alaska, United States",'Jodi Johnson ',,,1186,-149.680909,64.4459613,64.4459613,-149.680909,0.0
218,Arpa Capital  ,Traditional,2014-06-06,"Mexico City, Mexico",Acquired,4P/MX,2015-04-01,158,http://arpacapital.com/,http://www.4p.com.mx/,,"Mexico City, Mexico","'Andrei Papayanopulos', 'Vicente Ariztegui Legorreta'","'Sandro Mina', 'Martin Steber'",,299,-99.1331785,19.4326296,19.4326296,-99.1331785,0.0
219,Oakhill Equity  ,Traditional,2013-01-01,"Pittsburgh, PA, United States",Inactive,,2015-04-15,160,,,,,"'Ryan Zafris', 'Scott Rogerson'","'Jeff Stevens', 'Lacey Wismer', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', ""Michael F O'Connell"", 'Jim Southern', 'Coley Andrews', 'Joel Peterson', 'Aaron Gabbart', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey', 'Scott Asen', 'A.J. Wasserstein', 'Andrew Hunter ', 'Craig Rogerson ', 'Craig Burr ', 'David Lazier', 'Gerald Risk', 'Kent Weaver', 'Matthew Burr', 'Michael Miles', 'Tim Ludwig', 'Tom Cassutt', 'Robert Dahl ', 'Bill Egan ', 'Mark Egan '","'John Quinn', 'Andrew Magulick'",834,-79.9900861,40.4416941,NaN,NaN,NaN
220,TXE Capital  Texas A&M University,Single Sponsor,2013-07-06,"Houston, TX, United States",Acquired,L-K Industries,2015-04-16,26,http://www.txecapital.com,http://www.lk-ind.com/,,"Houston, TX, United States",'Eric Calderon',"'Rick Ruback', 'Royce Yudkoff'",,649,-95.3676974,29.7589382,29.7589382,-95.3676974,0.0
221,East Range Partners  ,Self Funded,2014-05-24,"Boston, MA, United States",Acquired,Pure Flow (2015) & Atlas High Purity Solutions (2018),2015-04-20,16,http://www.eastrangepartners.com/,http://www.pure-flow.com/,,"Peterborough, NH, United States","'Tyler Hogan', 'Mike Donovan'",,,331,-71.0582912,42.3602534,42.8776166,-71.949383,57.70988857158006
222,Ortus Capital  ,Traditional,2009-06-01,"New Delhi, Delhi, India",Acquired,Origo Commodities Management (agricultural commodities management services),2015-05-01,946,,http://origoindia.com/,,"Gurugram, Haryana 122002, India","'Sunoor Kaul', 'Mayank Dhanuka '","'Sandro Mina', 'Martin Steber', ""MK O'Connell"", ""Michael F O'Connell""",,2160,77.2090057,28.6138954,28.4691505,77.0911942,12.294373958101238
223,Lighthouse Equity Partners (Atlanta)  ,Traditional,2013-01-01,"Atlanta, GA, United States",Acquired,National Video Monitoring,2015-05-01,310,http://www.lighthouse-equity.com/,http://www.nvmcsecurity.com/,,"Atlanta, GA, United States",'Markus Scott ',"'David Dodson', 'Rene Lajous', 'Paul Davies', 'Scott Peterson ', 'Gerald Risk', 'Harold Mottet', 'Peter Brockway ', 'Craig Burr ', 'Matthew Burr', 'Robert Dahl ', 'Bill Egan ', 'Peter Kelly', 'Peter Klein ', 'Tim Ludwig', 'Karen Moriarty', 'Rafael Somoza', 'Jos Stella', 'A.J. Wasserstein', 'Kent Weaver', 'Coley Andrews', 'Jim Southern'",,850,-84.3902644,33.7489924,33.7489924,-84.3902644,0.0
224,Roland Equity Partners  ,Traditional,2014-04-04,"American Fork, UT, United States",Acquired,Ethos Risk Services,2015-06-06,54,inactive: http://rolandequity.com/,http://ethosrisk.com/,,"Tampa, FL, United States","'Micah Smith', 'James Toone'","'Aaron Gabbart', 'Joel Peterson', 'Scott Alderman', 'Cregg Baumbaugh', 'Mitch Cohen', 'Jim Southern', 'Coley Andrews', 'Steven Wheelwright', 'Craig Burr ', 'Matthew Burr', 'Tom Cassutt', 'David Lazier', 'Robert Dahl ', 'David Dodson', 'Kent Weaver', 'Tim Ludwig', 'Jim Johnson', 'Matt Diamond', 'Bill Egan ', 'Gerald Risk', 'A.J. Wasserstein', 'Jos Stella', 'Rafael Somoza', 'Phil Rosenbloom'",'Austin Davis',428,-111.7957645,40.3768954,27.9477595,-82.458444,1872.0501660969128
225,Annison Capital Partners  ,Traditional,2014-01-01,"Chicago, IL, United States",Acquired,Answer1,2015-06-06,134,http://www.annisoncap.com/,https://www.answer1.com/,,"Phoenix, AZ, United States",'Parker Davis',"'Andy Love', 'Jim Edmunds', 'David Carver', 'Richard Augustyn', 'Jeff Stevens', 'Ashley Giesler', 'Jim Southern', 'Coley Andrews', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Brad Buser'",,521,-87.6244212,41.8755616,33.4484367,-112.0741417,1451.9619233616465
226,Poplar Partners  ,Traditional,2013-06-06,"New York, NY, United States",Acquired,mTAB,2015-06-06,83,http://www.poplarpartners.com/,http://www.mtabsurveyanalysis.com/,,"Orange County, CA, United States",'Alex Gelman',"'Jeff Stevens', 'Kent Weaver', 'Jim Ellis', 'Jeff Chambers ', 'Aaron Gabbart', 'Jim Southern', 'Ashley Giesler', 'Coley Andrews', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', 'Joel Peterson', 'Sandro Mina', 'Martin Steber', 'David Carver', 'Jim Edmunds', 'Rich Kelley'",'Jeremy Faulk',730,-74.0060152,40.7127281,33.7500378,-117.8704931,2434.628193026986
227,Timpanogos Capital Partners  ,Traditional,2014-06-06,"Brooklyn, NY, United States",Acquired,FMT Solutions,2015-07-01,117,not active: http://www.timpcapital.com,http://www.fmtsolutions.com/,,"Lake Oswego, OR, United States","'John Shoaf', 'Lacey Wismer', 'Peter Schober', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Andy Love', 'B.A. Cullum', 'Andrew Hunter ', 'Peter Lehrman', 'Matt Estep', 'Lance Toler ', 'Matthew Burr', ""Brian O'Connor""",,,390,-73.9497211,40.6526006,45.4206749,-122.670649,2444.4518635296695
228,ARP Capital Partners  ,Traditional,2013-08-01,"London, United Kingdom",Acquired,Glevum Heating,2015-07-01,253,http://arpcapitalpartners.com/,http://glevumheating.co.uk/,,"Gloucester, UK","'Raj Patel ', 'Anish Patel '","'Rob Johnson ', 'Maurice Pinto ', 'Simon Webster', 'Nick Fenn ', 'Paul Shea ', 'Sandro Mina', 'Martin Steber', 'Jeff Stevens', 'Len Bartolom ', 'Andreas Schober ', 'Claus von Loeper ', 'Jurgen von Wendorff ', 'Bill Egan ', 'Tom Cassutt', 'Mike Humphrey ', 'Thomas L. Kalaris ', 'David Lazier', 'Tim Ludwig', 'Gerald Risk', 'Kevin Taweel', 'Will Thorndike', 'A.J. Wasserstein', 'Kent Weaver', 'Joel Peterson', 'Aaron Gabbart', 'Tomas Bergstrand', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle'",,699,-0.1276474,51.5073219,51.8653705,-2.2458192,94.0413285840244
229,"Garland Search Capital, LLC  ",Traditional,2013-11-01,"Charlotte, NC 28202, United States",Acquired,WholesalePet.com,2015-07-01,560,http://www.garlandsearch.com/,https://wholesalepet.com/,,"Richmond, VA 23220, United States",'Chris Avery',"'Peter Schober', 'Sandro Mina', 'Martin Steber', 'Mike Smerklo', 'Bill Egan ', 'Mike Barry ', 'Brad Williams ', 'Grant Gund', 'Zack Gund ', 'Jay Eastman ', 'Jac McLean ', 'Will Thorndike', 'Warren Heffelfinger', 'Gray Ellison ', 'Ted McCarthy', 'Don Williams ', 'Rich Vinroot ', 'Walker Simmons ', 'Tom Hughes ', 'John Schmidt ', 'Gordon Mattocks ', 'Mary Anne Dickson ', 'Josh Dick ', 'George Mackie '",,607,-80.8430827,35.2272086,37.5385087,-77.43428,247.87098544980094
230,GreenStreet Growth Management  ,Traditional,2013-11-11,"Seattle, WA, United States",Acquired,Chronus,2015-07-07,79,http://www.greenstreetgm.com/,http://chronus.com/,,"Seattle, WA, United States",'Seena Mortazavi',"'Richard Augustyn', 'Peter Francis ', 'Lacey Wismer', 'Ken Bowdon', 'Anthony Roberts', 'Craig Burr ', 'Matthew Burr', 'Gerald Risk', 'Jeff Stevens', 'Ashley Giesler', 'Jim Southern', 'Coley Andrews', 'Bill Egan ', 'Steven Wheelwright', ""MK O'Connell"", ""Michael F O'Connell"", 'Sandro Mina', 'Martin Steber', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Andrew Hunter '",,603,-122.3300624,47.6038321,47.6038321,-122.3300624,0.0
231,Cedar Lake Partners  ,Traditional,2014-02-02,"Wayne, PA, United States",Acquired,ClaimTrak (now Remarkable Health),2015-07-20,23,http://www.cedarlakellc.com,http://web.claimtrak.com/,,"Chandler, AZ, United States",'Peter Flick',"'Richard Augustyn', 'Larry Dunn', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey', 'Matt Estep', 'Andy Love', 'Brad Buser', 'B.A. Cullum', 'Gerald Risk', 'Kevin Taweel', 'Jim Ellis', 'Bret Comolli', 'Jeff Stevens', 'Ashley Giesler', 'Greg Matthews', 'Tom Matlack', 'Kent Weaver', 'Will Thorndike', 'Jim Wilder', 'Joe Niehaus', 'Mark Hilderbrand ', 'David Dodson', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Matthew Gillin ', 'Tim Ludwig', 'John Loftus', 'Peter Nanula ', 'Quint Slattery', 'Andrew Snyder ', 'A.J. Wasserstein', 'Doug Tudor ', 'Scott Alderman'","'Christopher Yakscoe', 'Drew Schulz', 'John Cimbalista', 'Dylan Gray', 'Alexander Dubin', 'Zachary Silverstein', 'K.J. Kaldi', 'Shruti Gandhi', 'Priyank Rambhia', 'Graham Estabrook', 'Courtney Bahlman', 'Sean Catalano', 'Joanna Avellana', 'Rohit Samarth'",533,-75.3878616,40.0440149,33.3061605,-111.84125,2057.840665412866
232,Hemera Partners  ,Traditional,2008-01-01,"London, United Kingdom",Acquired,Zerogrey,2015-08-01,254,http://www.hemerapartners.com/,http://www.zerogrey.com,,"Dublin, Ireland",'Alberto Pons ',"'Frank Kenny ', 'Maurice Pinto ', 'Rob Johnson ', 'Will Thorndike', 'Sandro Mina', 'Jos Stella', 'Rafael Somoza', 'Martin Steber', 'Peter Kelly', 'Sverica ', 'Joe Niehaus', 'Jim Wilder', 'Mark Hilderbrand '",'Andr Veronesi Deboni',2769,-0.1276474,51.5073219,53.3497645,-6.2602732,287.89488761096163
233,"Featherstone Partners, LLC  ",Traditional,2014-07-01,"Salt Lake City, UT, USA",Acquired,Elevated Billing Solutions,2015-08-01,817,http://www.featherstoneholdings.com/, http://www.elevatedbilling.com,,"Salt Lake City, UT, USA",'Bradley Fisher ',"'Andy Love', 'Brad Buser', 'B.A. Cullum', 'David Carver', 'Jim Edmunds', 'Rich Kelley', 'Joel Peterson'",,396,-111.8867975,40.7596198,40.7596198,-111.8867975,0.0
234,Leadership Choice Capital  Rose-Hulman Institute of Technology,Single Sponsor,2014-03-20,"Portland, OR, United States",Acquired,Systems Design West,2015-08-01,21,http://leadershipchoicecapital.com/,http://www.systemsdesignems.com,,"Poulsbo, WA, United States",'Jennifer Braus',"'Rick Ruback', 'Royce Yudkoff'",,499,-122.6741949,45.5202471,47.7391366,-122.63928,153.31960837598797
235,Tamroc Partners  ,Traditional,2013-07-24,"Boston, MA, United States",Acquired,Magnitude Lighting Converters,2015-08-15,30,http://tamrocpartners.com/,https://www.magnitudeinc.com/,,"Orange County, CA, United States","'Drew Brinkoetter', 'Jose Perez ', 'Marcos Jorge Leon '",,,752,-71.0582912,42.3602534,33.7500378,-117.8704931,2581.4330920000057
236,The Friend Group  ,Self Funded,2013-01-01,"Northbrook, IL, United States",Acquired,Green Toys Inc.,2015-09-01,317,http://www.friendgroupllc.com/,http://www.greentoys.com,,"Sausalito, CA, United States","'Howard Friend ', 'Charles Friend ', 'Howard Leafstone '",,,973,-87.8265089,42.128704,37.8590272,-122.485469,1845.2363927688543
237,Green Vault Partners  ,Self Funded,2014-07-10,"Boston, MA, United States",Acquired,SBSC Inc.,2015-09-20,3,www.circecap.com,www.sbscincorporated.com,,"Newton, MA, USA",'Lars Gehre',"'Chris Lee', 'Tom Matlack'","'Cameron McDonough', 'Michelle Yasmine ', 'Scott Kelly ', 'Matthew Liguori', 'Samuel Legge', 'James Green '",437,-71.0582912,42.3602534,30.8118989,-93.740504,1482.7501141491991
238,Chenmark Capital Management  ,Self Funded,2010-10-01,"Portland, ME, United States",Acquired,Seabreeze Property Services,2015-09-30,177,https://chenmarkcapital.com/,http://www.seabreezepropertyservices.com/,,"Portland, ME, United States","'Palmer Higgins', 'Trish (Bisset) Higgins ', 'James Higgins '",'Dave Schwetz ',,1825,-70.2548596,43.6610277,43.6610277,-70.2548596,0.0
239,Legacy Investments  ,Self Funded,2014-07-01,"Salida, CO, USA",Acquired,Clear Advantage Glass,2015-10-05,838,,http://www.clearadvantage.glass/,,"Salida, CO, USA",'Shaun Bunting',,,461,-105.998902,38.5347193,38.5347193,-105.998902,0.0
240,New Forest Capital  ,Self Funded,2014-07-25,"Boston, MA, United States",Acquired,Cleanway Services,2015-10-10,1,http://www.newforestcap.com/,www.cleanwayservices.com,,"St Johnsbury, VT, United States","'Adam Barker', 'Ben Murray'","'Chris Lee', 'Paul Thomson', 'Jim Sharpe', 'Mason Myers', 'Henry Allen ', 'James Johnstone', 'Marcus Shadbolt'","'Timothy Vasseur', 'Nathan Israel', 'Link Moser', 'William Beaudry'",442,-71.0582912,42.3602534,44.419464,-72.0153096,150.17003441799864
241,AltEquity  ,Traditional,2013-09-01,"New York, NY, United States",Acquired,American Security Systems,2015-10-10,46,http://www.altequity.com/,www.AmericanSecurity.com,,"New York, NY, United States","""Sean O'Neill""","'Jeff Stevens', 'Richard Augustyn', 'Bret Comolli', 'Robert Dahl ', 'Matt Diamond', 'David Dodson', 'Bill Egan ', 'Jim Ellis', 'Jim Johnson', 'Peter Kelly', 'Tim Ludwig', 'Ted McCarthy', 'Joe Niehaus', 'Coley Andrews', 'Gerald Risk', 'Jim Sharpe', 'Kevin Taweel', 'Will Thorndike', 'A.J. Wasserstein', 'Jim Southern', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn'",'Arleigh Halterman',769,-74.0060152,40.7127281,40.7127281,-74.0060152,0.0
242,Carabela Search and Management  ,Self Funded,2013-06-06,"Santo Domingo, Distrito Nacional, Dominican Republic",Acquired,Bunker (document management),2015-10-10,31,http://csm.com.do/,https://www.bunker.com.do/,,"Santo Domingo, Distrito Nacional, Dominican Republic",'Jonathan Bournigal',,,856,-69.942111,18.4801972,18.4801972,-69.942111,0.0
243,Montserrat Capital  ,Traditional,2015-09-09,"New York, NY, United States",Acquired,Precision Payments International (PrecisePay),2015-11-11,59,,http://precisionpaymentsinc.com/,,"Orange County, CA, United States",'Francisco Liquido',"'Jeff Stevens', 'Joel Peterson', 'Aaron Gabbart', 'Tom Cassutt', 'David Lazier', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', 'Andy Love', 'Brad Buser', 'B.A. Cullum', 'Sandro Mina', 'Martin Steber'",,63,-74.0060152,40.7127281,33.7500378,-117.8704931,2434.628193026986
244,Elm Grove Partners  ,Traditional,2013-03-01,"Branford, CT, United States",Acquired,Capitol Digital & Califorensics,2015-12-01,702,http://elmgrovepartners.com/,http://www.capitol-digital.com,,"Sacramento, California, USA","'Nicholas Anderson ', 'Tristan Hopkins '","'Frantz Alphonse ', 'Michael S. Hudner ', 'Robert (Bobby) M. Kraft ', 'Paul V. Scura ', 'Jim Sharpe', 'William J. Shea, Jr. '",,1005,-72.8150989,41.2795414,38.5810606,-121.493895,2551.973602044936
245,Basswood Capital  ,Traditional,2014-06-06,"Los Angeles, CA, United States",Acquired,Super Salon,2015-12-12,115,http://www.basswoodcap.com/,http://supersalon.com/,,"Chandler, AZ, United States",'Raj Mahajan',"'Robert Keane ', 'Chris Mathias ', 'Jim Southern', 'Coley Andrews', 'Scott Alderman', 'Cregg Baumbaugh', 'Mitch Cohen', 'Stan Baratz ', 'David Dodson', 'Mark Egan ', 'Bill Egan ', 'Andrew Hunter ', 'Bali Mahajan ', 'Ted McCarthy', 'Jim Perry ', 'Dustin Sellers', 'Mike Smerklo', 'Kent Weaver', 'Richard Venn ', 'Lacey Wismer', 'Tom Matlack', 'Mark Matthias '",,554,-118.242766,34.0536909,33.3061605,-111.84125,371.60334674001916
246,Elm Equity Partners  ,Traditional,2014-09-09,"New York, NY, United States",Acquired,Insynq,2015-12-12,109,http://www.elmeqp.com/,https://www.insynq.com/,,"Seattle, WA, United States","'Elliot Luchansky', 'Michael Mazzeo'","""MK O'Connell"", ""Michael F O'Connell"", 'Will Stevenson', 'Howard Stevenson ', 'Andrew Stevenson ', 'David Carver', 'Rich Kelley', 'Jim Edmunds', 'Craig Jones', 'Sandro Mina', 'Martin Steber', 'David Brown ', 'Steven Wheelwright', 'Dustin Sellers', 'Tomas Bergstrand', 'Christoph Ludwig ', 'Stephen Madsen ', 'Ted McCarthy', 'Simon Webster', 'Robert Amoruso ', 'Adam Luchansky ', 'Luke McGee ', 'Elliot Silverstein '",,459,-74.0060152,40.7127281,47.6038321,-122.3300624,2401.858040643024
247,"Cloud X Partners, LLC  ",Traditional,2015-12-01,"New York, NY, United States",Acquired,Insynq,2015-12-28,483,INACTIVE: http://www.cloudxpartners.com/,www.insynq.com,,"Gig Harbor, WA, USA",'Elliot Luchansky',"'Elliot Silverstein ', 'Michael Aubrey ', ""MK O'Connell"", 'David Dodson', ""Michael F O'Connell"", 'Susan Pohlmeyer', 'Craig Jones', 'Mike Smerklo', 'Dustin Sellers', 'Todd Tracey', 'David Carver', 'Bob Dahl ', 'Rich Kelley', 'Robert Dahl ', 'Jim Edmunds', 'Richard Venn ', 'Howard Stevenson ', 'Matt Friesl ', 'Will Stevenson', 'Joe Niehaus', 'Andrew Stevenson ', 'Christian Lawrence', 'David Brown ', 'Ciaran Power', 'Steven Wheelwright', 'Brad Brown', 'Christoph Ludwig ', 'Sandro Mina', 'Stephen Madsen ', 'Martin Steber', 'Ted McCarthy', 'Robert Amoruso '",,27,-74.0060152,40.7127281,47.3259697,-122.5878659,2416.1762575169396
248,Wherewithal Partners  ,Self Funded,2014-12-01,"Toronto, ON, Canada",Acquired,Coreio Inc.,2015-12-30,1777,www..wherewithalpartners.com,www.coreio.com,,"Toronto, ON, Canada",'David Naiman',,,394,-79.3839347,43.6534817,43.6534817,-79.3839347,0.0
249,Elcano Partners  ,Traditional,2014-07-01,"Madrid, España",Acquired,Lodisna,2016-01-01,289,website inactive: www.elcanopartners.com,http://www.lodisna.com/,,"Imárcoain, España",'Jose Maria Vara Garcia',"'Jos Mara del guila ', 'Maurice Pinto ', 'Antonio Tuon ', 'Len Bartolom ', 'Tom Cassutt', 'David Lazier', 'David Dodson', 'Rob Johnson ', 'Peter Kelly', 'Jose M Cabiedes ', 'Luis Cabiedes', 'Sandro Mina', 'Martin Steber', 'Gerald Risk', 'Jos Stella', 'Rafael Somoza', 'Will Thorndike', 'Simon Webster', 'Blake Winchell ', 'Brett Byers '",,549,-3.7035825,40.4167047,42.7367563,-1.6154645,193.23208780214264
250,WJT Partners  ,Traditional,2014-01-01,"New York City, NY, USA",Acquired,"Datacor, Inc.",2016-01-01,2321,http://www.wjtpartners.com/,https://www.datacor.com/,,"Florham Park, NJ, USA",'Tom Jackson ',"'Andy Love', 'Brad Buser', 'B.A. Cullum'",,730,-74.0060152,40.7127281,40.7881643,-74.3891647,20.721179710973633
251,EMC Capital  ,Self Funded,2015-01-01,"Manchester, UK",Acquired,Karas Plating,2016-01-01,1495,https://emccapital.uk,https://karas.co.uk,,"Manchester, UK",'Christopher Clarke',,,365,-2.2451148,53.4794892,53.4794892,-2.2451148,0.0
252,Everglade Management Partners  ,Single Sponsor,2014-09-09,"Miami, FL, United States",Acquired,Hanlon Acoustical Ceilings,2016-01-01,111,,http://hanlonceilings.com/,,"Tampa, FL, United States",'Nicolas Contag','Shannon Jones',,479,-80.19362,25.7741728,27.9477595,-82.458444,205.03140341738995
253,Joseph Thomas Search Fund  ,Traditional,2014-01-01,"Bloomington, IN, USA",Acquired,"Ambiente OpCo, LLC dba Ambiente Wine",2016-01-01,1378,,https://ambientewine.com/team.html,,"Austin, TX, USA",'Joseph Thomas ',,,730,-86.5342881,39.1670396,30.2711286,-97.7436995,883.5402524153517
254,Novidam Partners  ,Traditional,2014-01-01,"New York, NY, United States",Acquired,World Wide Security (now Briscoe Protective Services),2016-01-28,451,http://www.novidam.com,http://www.worldwidesecurity.nyc/,,"New York, NY, United States",'Alexander Schuil',"'Jim Southern', 'Coley Andrews', 'Richard Augustyn', 'Larry Dunn', 'Sandro Mina', 'Martin Steber', 'Bret Comolli', 'David Dodson', 'Bill Egan ', 'Jim Ellis', 'Peter Kelly', 'Bart van Hoek ', 'Joe Niehaus', ""MK O'Connell"", ""Michael F O'Connell"", 'Bob Oster ', 'Gerald Risk', 'Bertil Schuil ', 'Kevin Taweel', 'Will Thorndike', 'Graham Weaver', 'Kent Weaver', 'Timothy Bovard', 'Sean Pattwell ', 'Mike Elliott ', 'Marc der Kinderen '","'Yi Lee ', 'Arnoud Terwindt ', 'Enrico Manetta ', 'Sun Kim ', 'Alexander Rosenbluth ', 'Lauren Bovard ', 'Peter Jackson ', 'Siegfried (Ziggy)  Gokea ', 'William van Hoek ', 'Nicolaas Bos ', 'Otto van Wassenaer '",757,-74.0060152,40.7127281,40.7127281,-74.0060152,0.0
255,Springtide Equity Partners  ,Traditional,2014-09-01,Bangkok Thailand,Acquired,"Khaokho Talaypu (now Talaypu Natural Products Co., Ltd. )",2016-02-01,347,NOT ACTIVE: www.springtideequitypartners.com/,http://www.khaokhotalaypu.com/?lang=en,,Thailand,"'Nakrin Narula ', 'Kok Tjun Chan', 'Robert Pike '","'Kirin Narula ', 'Chan Chee Keong '",,518,100.4934734,13.7525438,14.8971921,100.83273,82.28398968554251
256,Convex Investing LLC  ,Traditional,2014-05-01,"Los Angeles, CA, United States",Acquired,Eclipse Cash Systems,2016-03-01,436,http://www.convexinvesting.com/,http://www.eclipseatm.com/,,"Chandler, AZ, United States",'Chris Biedrzycki ',"'Jeff Stevens', 'Jim Southern', 'Joel Peterson', 'Richard Augustyn', 'Tom Cassutt', 'Bret Comolli', 'Robert Dahl ', 'Jim Ellis', 'David Lazier', 'Tim Ludwig', 'Gerald Risk', 'Kevin Taweel', 'A.J. Wasserstein', 'Kent Weaver', 'Andrew Hunter ', 'Lacey Wismer', 'Coley Andrews', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Sandro Mina', 'Martin Steber'",,670,-118.242766,34.0536909,33.3061605,-111.84125,371.60334674001916
257,Brook Park Holdings LLC (BPH) ,Self Funded,2015-05-01,"Chicago, IL 60610, USA",Acquired,Norfleet Quality Mulch,2016-03-01,850,http://brookparkholdings.com/,https://norfleetquality.com/,,"Fredericksburg, Virginia, USA","'Dan Palchak', 'Mark Palchak'",,,305,-87.6244212,41.8755616,38.3031837,-77.4605399,590.729015110065
258,Radien Legacy Partners  ,Traditional,2020-09-01,"Washington, DC, United States",Search,,2016-03-10,13,www.radienlp.com,,,,"'Rafael Alfonzo', 'Dairo Isomura'","'Jeff Stevens', 'Tom Cassutt', 'David Lazier', 'Jim Edmunds', 'Andy Love', 'David Carver', 'Richard Augustyn', 'David Dodson', 'Paul Davies', 'Ashley Giesler', 'Larry Dunn', 'Warren Chan', 'Raymond Fan', 'Cecilia Lulli', 'Felipe Corcuera', 'Clement Lucas'",,NaN,-77.0365427,38.8950368,NaN,NaN,NaN
259,Arbutus Management Capital  ,Traditional,2015-01-01,"Vancouver, BC, Canada",Acquired,"VetCare Canada, Inc.",2016-04-01,711,inactive: http://www.arbutus-partners.com/,http://vet-care.ca/your-transition/,,"Vancouver, BC, Canada",'Andrew Black ','Nicholas Tse ',,456,-123.113952,49.2608724,49.2608724,-123.113952,0.0
260,Arcadia Partners  ,Traditional,2014-01-01,"Greater London, UK",Acquired,Storal Learning,2016-04-01,61,,http://www.storal-learning.co.uk/,,"London, United Kingdom","'Ashwin Grover', 'Varun Chanrai'","'Kent Weaver', 'David Dodson', 'Bill Egan ', 'Maurice Pinto ', 'Jim Southern', 'A.J. Wasserstein', 'Jan-Henning Woitschatzke', 'Simon Webster', 'Rob Johnson ', 'Peter Schober', 'Sandro Mina', 'Martin Steber'",,821,-0.1440550845276872,51.4893335,51.5073219,-0.1276474,1.4292762816580702
261,Rivet Capital Partners  ,Traditional,2015-03-01,"Burlington, VT, United States",Acquired,Subatomic Digital,2016-04-01,238,http://www.subatomicdigital.com,http://www.subatomicdigital.com/,,"Burlington, VT, United States",'Alex Lintott ',"'Michael Miles', 'Carlos Saez', 'Brad Brown', 'Jeff Stevens', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', 'Sandro Mina', 'Martin Steber', 'David Carver', 'Jim Edmunds', 'Rich Kelley', 'Todd Tracey'",,397,-73.212906,44.4761601,44.4761601,-73.212906,0.0
262,Riomar Capital  ,Traditional,2014-01-01,"Charlotte, NC, United States",Acquired,HousingWire,2016-04-04,76,http://www.riomarcapital.com/,http://www.housingwire.com/,,"Dallas, TX, United States",'Clayton Collins',"'Jeff Stevens', 'Jim Southern', 'Robert Whitelaw', 'Rick Bruder', 'Ashley Giesler', 'Coley Andrews', 'Craig Burr ', 'Matthew Burr', 'Gerald Risk', 'Doug Tudor ', 'Kent Weaver', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn'",,824,-80.8430827,35.2272086,32.7762719,-96.7968559,928.3135848797409
263,New Concord Capital  ,Single Sponsor,2013-06-01,"Schiller Park, IL, United States",Acquired,Rose Batteries,2016-04-11,24,http://newconcordcapital.com/,http://www.rosebatteries.com/,,"San Jose, CA, United States",'Itamar Frankenthal',"'Rick Ruback', 'Royce Yudkoff'",,1045,-87.8708965,41.9558637,37.3361905,-121.890583,1825.4927706585518
264,"Commodore Capital Partners, LLC  ",Self Funded,2015-10-01,"Atlanta, GA, United States",Acquired,"Our City Media of Florida, LLC",2016-05-01,434,,http://www.ourcitymedia.com/,,"Atlanta, GA, United States",'Terry Jaillet ',,,213,-84.3902644,33.7489924,33.7489924,-84.3902644,0.0
265,Cumulus Capital Pte Ltd  ,Traditional,2015-09-01,Singapore,Acquired,The Meat Club Pte Ltd,2016-05-01,531,http://cumulus-cap.com/,https://www.themeatclub.com.sg/,,Singapore,'David Beattie ',,,243,103.8194992,1.357107,1.357107,103.8194992,0.0
266,Everworth  ,Self Funded,2015-11-01,"The Woodlands, TX, USA",Acquired,Bell Intercoolers (custom coolers),2016-05-11,1075,www.everworthllc.com,https://bellintercoolers.com/,,"San Antonio, TX, USA",'David Gomez',,,192,-95.504686,30.1734194,29.4246002,-98.4951405,186.60837826343806
